,hero,entry,move,weapon,hp,atk,spd,def,res,total,color,weapon-type,regular_5,chosen,harmonized,duo,ghb,special,mythic,regular_4_3_2_1,tempest,story,attuned,aided,emblem,specialRate,rearmed,entwined,legendary
298,Edelgard: Promising Path,Three Houses,Armored,Green Dagger,48,49,16,49,45,207,Green,Dagger,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
299,Edelgard: Snowfall Future,Three Houses,Armored,Blue Lance,46,47,17,47,44,201,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
300,Edelgard: Sun Empresses,Radiant Dawn,Armored,Red Sword,46,45,17,43,39,190,Red,Sword,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
301,Edelgard: The Future,Three Houses,Infantry,Green Axe,41,39,30,37,21,168,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
302,Edward: Blade of Justice,Radiant Dawn,Infantry,Red Sword,40,43,46,43,21,193,Red,Sword,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
303,Effie: Army of One,Fates,Armored,Blue Lance,50,40,22,33,23,168,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
304,Effie: Dedicated Heart,Fates,Infantry,Green Axe,43,46,43,32,23,187,Green,Axe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
305,Eikþyrnir: Blessed Strength,Heroes,Cavalry,Blue Beast,46,48,20,48,28,190,Blue,Beast,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
306,Eikþyrnir: Fit for Waves,Heroes,Cavalry,Red Beast,45,49,17,49,30,190,Red,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
307,Eikþyrnir: Quieting Strength,Heroes,Cavalry,Colorless Beast,45,47,16,47,30,185,Colorless,Beast,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
308,Eikþyrnir: Resolved to Train,Heroes,Armored,Colorless Beast,53,50,16,50,43,212,Colorless,Beast,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
309,Eir: Life Ascendant,Heroes,Cavalry,Green Dagger,35,42,45,16,35,173,Green,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
310,Eir: Merciful Death,Heroes,Flying,Colorless Dagger,35,32,37,14,31,149,Colorless,Dagger,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
311,Eir: Renewed Life,Heroes,Flying,Red Dagger,39,31,36,21,34,161,Red,Dagger,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312,Eirika: Anamnesis Lady,The Sacred Stones,Cavalry,Red Tome,36,31,35,20,22,144,Red,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
313,Eirika: Beach Restorer,The Sacred Stones,Flying,Green Tome,39,39,42,25,22,167,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
314,Eirika: Gentle as Snow,The Sacred Stones,Armored,Colorless Staff,42,36,23,30,34,165,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
315,Eirika: Graceful Resolve,The Sacred Stones,Cavalry,Red Sword,38,31,39,27,21,156,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
316,Eirika: Of the Sacred,The Sacred Stones,Cavalry,Red Sword,40,45,48,32,25,190,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
317,Eirika: Pledged Restorer,The Sacred Stones,Cavalry,Blue Lance,39,40,42,28,24,173,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
318,Eirika: Resolute Princess,The Sacred Stones,Infantry,Green Axe,40,44,47,35,27,193,Green,Axe,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
319,Eirika: Restoration Lady,The Sacred Stones,Infantry,Red Sword,42,26,35,26,28,157,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
320,Eirika: Spring Company,The Sacred Stones,Cavalry,Red Tome,40,47,49,23,26,185,Red,Tome,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
321,Eirika: Twin Refulgence,The Sacred Stones,Infantry,Red Sword,40,36,43,30,28,177,Red,Sword,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
322,Eitr: Hand of Nothing,Heroes,Cavalry,Blue Beast,40,44,46,33,16,179,Blue,Beast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
323,Eitr: Spring Sunrise,Heroes,Cavalry,Colorless Beast,40,46,48,35,21,190,Colorless,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
324,Eitri: Youthful Sage,Heroes,Flying,Green Tome,37,41,29,30,31,168,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
325,Eldigan: Lionheart,Genealogy of the Holy War,Cavalry,Red Sword,45,32,24,34,19,154,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
326,Eldigan: Strutting Lion,Genealogy of the Holy War,Flying,Blue Lance,43,38,26,37,18,162,Blue,Lance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
327,Eleonora: Shooting Starlet,Tokyo Mirage Sessions ♯FE Encore,Infantry,Colorless Bow,42,37,38,25,24,166,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
328,Elffin: Truth Beholden,The Binding Blade,Infantry,Colorless Tome,37,20,47,28,46,178,Colorless,Tome,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
329,Elice: Altean Princess,Shadow Dragon / (New) Mystery,Infantry,Colorless Staff,40,41,35,27,34,177,Colorless,Staff,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
330,Elimine: Scouring Saint,The Binding Blade,Flying,Colorless Staff,36,34,40,16,41,167,Colorless,Staff,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
331,Elincia: Devoted Queen,Radiant Dawn,Flying,Colorless Staff,38,44,45,18,28,173,Colorless,Staff,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
332,Elincia: Estival Princess,Radiant Dawn,Infantry,Green Dagger,34,29,35,20,21,139,Green,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
333,Elincia: Hearts of Purity,Path of Radiance,Infantry,Red Sword,40,48,49,31,36,204,Red,Sword,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
334,Elincia: Lost Princess,Path of Radiance,Flying,Red Sword,35,34,36,24,27,156,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
335,Elincia: Seaside Queen,Radiant Dawn,Flying,Blue Bow,38,36,40,25,33,172,Blue,Bow,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
336,Elincia: Undaunted Queen,Radiant Dawn,Flying,Red Sword,40,45,47,23,34,189,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
337,Elise: Bubbling Flower,Fates,Cavalry,Red Dagger,34,33,37,18,22,144,Red,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
338,Elise: Budding Flower,Fates,Cavalry,Colorless Staff,30,32,32,19,32,145,Colorless,Staff,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
339,Elise: Sincere Sister,Fates,Cavalry,Colorless Staff,38,48,48,17,34,185,Colorless,Staff,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
340,Elise: Sparkling Smile,Fates,Cavalry,Colorless Staff,38,47,47,17,31,180,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
341,Elise: Sweetheart Royals,Fates,Cavalry,Colorless Staff,37,43,46,16,27,169,Colorless,Staff,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
342,Elise: Tropical Flower,Fates,Infantry,Green Tome,34,36,34,18,25,147,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
343,Eliwood: Blazing Knight,The Blazing Blade,Cavalry,Red Sword,37,36,34,33,16,156,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
344,Eliwood: Devoted Love,The Blazing Blade,Armored,Blue Lance,47,38,32,29,29,175,Blue,Lance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
345,Eliwood: Knight of Lycia,The Blazing Blade,Cavalry,Red Sword,39,31,30,23,32,155,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
346,Eliwood: Marquess Pherae,The Blazing Blade,Cavalry,Blue Lance,40,37,35,32,18,162,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
347,Eliwood: Noble Ablaze,The Blazing Blade,Cavalry,Green Axe,40,48,48,41,18,195,Green,Axe,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
348,Eliwood: Pledged Friend,The Blazing Blade,Cavalry,Red Sword,39,45,46,29,20,179,Red,Sword,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
349,Elm: Resolute Grouch,Heroes,Flying,Green Beast,41,40,45,27,31,184,Green,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
350,Elm: Retainer to Embla,Heroes,Flying,Red Beast,41,43,48,33,30,195,Red,Beast,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
351,Embla: Closed-Off Bride,Heroes,Flying,Colorless Beast,40,45,47,35,22,189,Colorless,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
352,Embla: God of Closure,Heroes,Flying,Red Beast,41,43,44,31,24,183,Red,Beast,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
353,Emmeryn: Gentle Exalt,Awakening,Infantry,Colorless Staff,43,32,34,23,30,162,Colorless,Staff,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
354,Emmeryn: Selfless Exalt,Awakening,Infantry,Colorless Staff,40,47,25,23,47,182,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
355,Ena: Autumn Tactician,Radiant Dawn,Infantry,Red Breath,44,36,23,37,36,176,Red,Breath,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
356,Ephraim: Ardent Prince,The Sacred Stones,Armored,Blue Lance,47,48,17,48,41,201,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
357,Ephraim: Dynastic Duo,The Sacred Stones,Infantry,Blue Lance,41,39,30,37,25,172,Blue,Lance,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
358,Ephraim: Legendary Lord,The Sacred Stones,Cavalry,Blue Lance,43,36,27,33,18,157,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
359,Ephraim: Restoration Lord,The Sacred Stones,Infantry,Blue Lance,45,35,25,32,20,157,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
360,Ephraim: Sacred Twin Lord,The Sacred Stones,Armored,Green Axe,46,38,27,37,26,174,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
361,Ephraim: Sparkling Gallantly,The Sacred Stones,Armored,Blue Lance,45,41,23,36,29,174,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
362,Ephraim: Sunshine Valiant,The Sacred Stones,Cavalry,Green Axe,41,47,16,44,31,179,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
363,Eremiya: Bishop of Woe,Shadow Dragon / (New) Mystery,Infantry,Colorless Staff,44,32,35,23,27,161,Colorless,Staff,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
364,Erinys: Earnest Knight,Genealogy of the Holy War,Flying,Blue Lance,39,37,41,32,23,172,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
365,Erk: Studious Mage,The Blazing Blade,Infantry,Red Tome,45,35,39,19,27,165,Red,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
366,Est: Junior Whitewing,Shadow Dragon / (New) Mystery,Flying,Blue Lance,36,35,30,24,32,157,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
367,Est: Springtime Flier,Shadow Dragon / (New) Mystery,Flying,Blue Tome,39,38,35,17,26,155,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
368,Est: Sweet Baby Sis,Echoes,Flying,Blue Lance,35,41,38,25,37,176,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
369,Ethlyn: Glimmering Lady,Genealogy of the Holy War,Flying,Colorless Dagger,37,36,41,16,28,158,Colorless,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
370,Ethlyn: Spirited Princess,Genealogy of the Holy War,Cavalry,Colorless Staff,38,28,34,26,20,146,Colorless,Staff,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
371,Etie: Fitness Fighter,Engage,Infantry,Colorless Bow,40,45,40,30,28,183,Colorless,Bow,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
372,Ewan: Eager Student,The Sacred Stones,Infantry,Red Tome,38,37,33,23,35,166,Red,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
373,Excellus: Conqueror’s Wile,Awakening,Infantry,Red Tome,42,47,21,31,47,188,Red,Tome,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
374,Eyvel: Mistress of Fiana,Thracia 776,Infantry,Red Sword,41,33,35,38,25,172,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
375,Fae: Childlike Dragon,The Binding Blade,Infantry,Blue Breath,40,42,28,37,41,188,Blue,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
376,Fae: Divine Dragon,The Binding Blade,Infantry,Green Breath,46,33,28,25,30,162,Green,Breath,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
377,Fae: Holiday Dear,The Binding Blade,Armored,Green Breath,45,35,26,33,41,180,Green,Breath,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
378,Fáfnir: Fresh Ambition,Heroes,Cavalry,Red Dagger,40,43,39,31,16,169,Red,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
379,Fáfnir: King of Desolation,Heroes,Cavalry,Blue Lance,40,48,47,37,18,190,Blue,Lance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
380,Fargus: Badon Buccaneer,The Blazing Blade,Infantry,Green Axe,43,47,31,40,32,193,Green,Axe,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
381,Farina: The Great Wing,The Blazing Blade,Flying,Blue Lance,39,36,38,30,30,173,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
382,Faye: Devoted Heart,Echoes,Infantry,Colorless Bow,42,30,25,26,31,154,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
383,Faye: Drawn Heartstring,Echoes,Armored,Colorless Bow,43,40,23,35,38,179,Colorless,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
384,Febail: Mercenary Waif,Genealogy of the Holy War,Infantry,Blue Bow,40,46,45,26,31,188,Blue,Bow,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
385,Fee: Aspiring Knight,Genealogy of the Holy War,Flying,Red Sword,37,40,45,26,40,188,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
386,Felicia: Confidently Cold,Fates,Cavalry,Green Axe,41,43,47,35,24,190,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
387,Felicia: Maid Mayhem,Fates,Infantry,Colorless Dagger,34,23,37,18,35,147,Colorless,Dagger,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
388,Felicia: Off the Menu,Fates,Armored,Green Axe,43,30,37,30,35,175,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
389,Felix: Icy Gift Giver,Three Houses,Armored,Blue Bow,44,38,37,32,29,180,Blue,Bow,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
390,Felix: Lone-Wolf Blade,Three Houses,Infantry,Red Sword,40,46,46,31,25,188,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
391,Felix: Savant's Service,Three Houses,Infantry,Blue Lance,41,47,48,38,24,198,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
392,Felix: Sword Savant,Three Houses,Infantry,Red Sword,40,47,48,35,29,199,Red,Sword,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
393,Felix: Zealous Yearning,Three Houses,Infantry,Red Sword,41,48,49,41,24,203,Red,Sword,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
394,Ferdinand: Highborn Sipper,Three Houses,Flying,Green Tome,40,42,45,21,25,173,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
395,Ferdinand: Noblest of Nobles,Three Houses,Cavalry,Blue Lance,41,32,35,30,24,162,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
396,Fernand: Traitorous Knight,Echoes,Cavalry,Blue Lance,45,41,26,32,23,167,Blue,Lance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
397,Finn: Devoted Service,Thracia 776,Cavalry,Red Sword,40,48,46,37,19,190,Red,Sword,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
398,Finn: Lance of Legend,Thracia 776,Cavalry,Blue Lance,40,34,33,32,18,157,Blue,Lance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
399,Fiora: Airborne Warrior,The Blazing Blade,Flying,Blue Lance,38,32,38,21,37,166,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
400,Fiora: Defrosted Ilian,The Blazing Blade,Flying,Red Sword,40,32,37,26,28,163,Red,Sword,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
401,Fir: Dual Warriors,The Binding Blade,Cavalry,Red Sword,40,46,49,35,25,195,Red,Sword,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
402,Fir: Student of Spring,The Binding Blade,Flying,Green Axe,39,35,41,28,24,167,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
403,Fir: Sword Student,The Binding Blade,Infantry,Red Sword,41,25,36,24,31,157,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
404,Fir: Swordmaiden,The Binding Blade,Infantry,Red Sword,42,44,46,34,21,187,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
405,Fjorm: Bride of Rime,Heroes,Flying,Colorless Staff,42,34,34,17,23,150,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
406,Fjorm: Gleaming Ice Pair,Heroes,Armored,Blue Lance,43,42,47,35,40,207,Blue,Lance,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
407,Fjorm: Ice Ascendant,Heroes,Armored,Green Axe,43,39,41,31,36,190,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
408,Fjorm: Icy Miracle,Heroes,Infantry,Blue Lance,39,45,48,34,38,204,Blue,Lance,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
409,Fjorm: New Traditions,Heroes,Flying,Green Bow,39,35,35,20,21,150,Green,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
410,Fjorm: Princess of Ice,Heroes,Infantry,Blue Lance,39,30,31,30,34,164,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
411,Fjorm: Seaside Thaw,Heroes,Infantry,Red Sword,43,43,46,28,28,188,Red,Sword,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
412,Flame Emperor: Bringer of War,Three Houses,Armored,Green Axe,50,40,25,37,26,178,Green,Axe,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
413,Flavia: Bold Bride,Awakening,Cavalry,Red Sword,41,44,45,31,18,179,Red,Sword,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
414,Flavia: Feroxi East-Khan,Awakening,Infantry,Red Sword,41,40,41,36,23,181,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
415,Flayn: Playing Innocent,Three Houses,Flying,Colorless Staff,40,39,27,21,35,162,Colorless,Staff,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
416,Flayn: Silly Kitty-Cat,Three Houses,Cavalry,Colorless Staff,38,46,26,18,46,174,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
417,Flora: Cold as Ice,Fates,Infantry,Red Dagger,38,34,23,18,38,151,Red,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
418,Flora: Polar-Perfect,Fates,Cavalry,Colorless Dagger,40,47,21,31,46,185,Colorless,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
419,Flora: Signature Dish,Fates,Armored,Red Dagger,43,38,22,29,38,170,Red,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
420,Florina: Azure-Sky Knight,The Blazing Blade,Flying,Colorless Bow,39,37,43,22,31,172,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
421,Florina: Lovely Flier,The Blazing Blade,Flying,Blue Lance,42,29,27,25,34,157,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
422,Fogado: Affable Prince,Engage,Cavalry,Green Bow,38,45,47,25,30,185,Green,Bow,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
423,Fogado: Summer of Bliss,Engage,Cavalry,Colorless Dagger,39,45,47,26,28,185,Colorless,Dagger,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
424,Fomortiis: Dark of Night,The Sacred Stones,Armored,Red Beast,49,47,16,49,46,207,Red,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
425,Fomortiis: Demon King,The Sacred Stones,Armored,Colorless Beast,46,44,15,46,44,195,Colorless,Beast,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
426,Forde: Unfettered Knight,The Sacred Stones,Cavalry,Red Sword,40,45,45,37,18,185,Red,Sword,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
427,Forrest: Fashion Forward,Fates,Cavalry,Colorless Staff,39,32,26,19,35,151,Colorless,Staff,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
428,Forsyth: Loyal Lieutenant,Echoes,Armored,Blue Lance,47,40,20,39,33,179,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
429,Framme: Spring Fangirl,Engage,Infantry,Green Axe,45,41,46,30,31,193,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
430,Franz: The Faithful,The Sacred Stones,Cavalry,Blue Lance,43,46,48,35,23,195,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
431,Frederick: Horizon Watcher,Awakening,Infantry,Colorless Dagger,40,32,31,28,18,149,Colorless,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
432,Frederick: Polite Knight,Awakening,Cavalry,Green Axe,43,35,25,36,14,153,Green,Axe,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
433,Frederick: Youth in Service,Awakening,Cavalry,Green Axe,41,46,28,47,23,185,Green,Axe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
434,Freyja: Fleeting Summer,Heroes,Cavalry,Colorless Beast,40,39,43,25,20,167,Colorless,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
435,Freyja: Lady of Nightmare,Heroes,Cavalry,Green Beast,40,38,44,24,22,168,Green,Beast,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
436,Freyja: Parallel Hearts,Heroes,Infantry,Colorless Tome,40,47,49,30,28,194,Colorless,Tome,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
437,Freyr: Dream-King,Heroes,Cavalry,Blue Beast,41,46,16,41,35,179,Blue,Beast,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
438,Freyr: Estival Dreams,Heroes,Cavalry,Red Beast,41,38,16,38,35,168,Red,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
439,Fuga: Force of Gales,Fates,Infantry,Green Axe,42,46,30,45,30,193,Green,Axe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
440,Gaius: Candy Stealer,Awakening,Infantry,Colorless Dagger,42,29,36,22,19,148,Colorless,Dagger,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
441,Gaius: Thief Exposed,Awakening,Infantry,Colorless Bow,34,30,37,19,28,148,Colorless,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
442,Galle: Azure Rider,The Binding Blade,Flying,Blue Lance,46,38,22,38,28,172,Blue,Lance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
443,Galzus: Dark Blade of Od,Thracia 776,Infantry,Red Sword,40,43,41,36,22,182,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
444,Ganglöt: Death Anew,Heroes,Infantry,Green Axe,40,44,30,38,35,187,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
445,Gangrel: Plegia's Mad King,Awakening,Infantry,Colorless Dagger,45,32,38,24,27,166,Colorless,Dagger,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
446,Garcia: Warrior Reborn,The Sacred Stones,Infantry,Green Axe,50,49,41,44,20,204,Green,Axe,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
447,Garon: King of Nohr,Fates,Infantry,Red Breath,43,33,22,33,32,163,Red,Breath,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
448,Gatekeeper: Midwinter Toil,Three Houses,Armored,Colorless Tome,48,35,21,48,49,201,Colorless,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
449,Gatekeeper: Nothing to Report,Three Houses,Infantry,Green Tome,41,37,17,40,36,171,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
450,Gatrie: Armored Amour,Path of Radiance,Armored,Blue Lance,47,42,17,44,35,185,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
451,Geese: A Life at Sea,The Binding Blade,Infantry,Blue Lance,46,38,35,32,21,172,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
452,Genny: Dressed with Care,Echoes,Cavalry,Colorless Staff,35,36,24,14,34,143,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
453,Genny: Endearing Ally,Echoes,Infantry,Colorless Staff,32,35,25,21,34,147,Colorless,Staff,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
454,Geoffrey: Realm's Protector,Radiant Dawn,Cavalry,Blue Lance,40,46,40,29,25,180,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
